categoria,tamanio,tipo,precio,clasificacion,genero,v_android,calificacion
19,77.0,1,0.0,1,63,1,4.5
19,32.0,1,0.0,1,69,1,4.2
19,58.0,1,0.0,1,53,3,4.2
19,48.0,1,0.0,1,63,2,4.4
19,69.0,1,0.0,1,63,2,4.5
19,73.0,1,0.0,1,69,6,4.1
19,99.0,1,0.0,1,63,6,4.2
19,16.0,1,0.0,1,63,6,4.1
19,54.0,1,0.0,3,70,1,4.7
19,56.0,1,0.0,1,71,7,4.3
19,68.0,1,0.0,1,44,6,4.4
19,25.0,1,0.0,1,44,6,4.4
19,54.0,1,0.0,1,72,6,4.3
19,51.0,1,0.0,1,16,4,4.4
19,0.0,1,0.0,1,44,6,4.3
19,48.0,1,0.0,1,51,4,4.3
19,44.0,1,0.0,1,16,17,4.2
19,8.7,1,0.0,1,44,4,4.2
19,91.0,1,0.0,1,53,1,4.3
19,97.0,1,0.0,1,63,8,4.3
19,26.0,1,0.0,1,44,6,4.1
19,16.0,1,0.0,1,31,6,4.2
19,0.0,1,0.0,1,63,2,4.5
19,53.0,1,0.0,1,65,7,4.3
19,95.0,1,0.0,1,51,7,4.3
19,83.0,1,0.0,1,70,3,4.5
19,78.0,1,0.0,1,63,8,4.1
19,56.0,1,0.0,1,59,6,4.5
19,21.0,1,0.0,1,56,6,4.2
19,26.0,1,0.0,1,35,6,4.4
19,60.0,1,0.0,1,35,7,4.0
19,22.0,1,0.0,1,58,2,4.1
19,95.0,1,0.0,1,51,7,4.3
19,48.0,1,0.0,1,51,4,4.3
19,58.0,1,0.0,1,55,1,4.4
19,91.0,1,0.0,1,53,1,4.3
19,22.0,1,0.0,1,35,6,4.1
19,36.0,1,0.0,1,53,4,4.0
19,37.0,1,0.0,1,72,2,4.3
19,70.0,1,0.0,1,73,1,4.6
19,34.0,1,0.0,1,70,6,4.3
19,49.0,1,0.0,3,20,6,4.7
19,9.8,1,0.0,1,74,4,4.3
19,37.0,1,0.0,1,12,22,4.4
19,0.0,1,0.0,1,56,2,4.2
19,55.0,1,0.0,1,75,7,4.7
19,84.0,1,0.0,1,56,6,3.9
19,16.0,1,0.0,1,56,6,4.1
19,92.0,1,0.0,1,76,7,4.1
19,57.0,1,0.0,1,56,6,4.1
19,0.0,2,3.99,1,14,9,4.2
19,24.0,2,3.99,1,17,3,4.7
19,6.9,2,4.99,1,35,1,4.4
19,44.0,2,3.99,1,61,4,4.3
19,11.0,2,2.99,1,44,4,4.5
19,16.0,1,0.0,1,55,1,4.3
19,17.0,1,0.0,1,77,4,4.3
19,18.0,1,0.0,1,78,4,4.1
19,16.0,1,0.0,1,77,6,4.1
19,19.0,1,0.0,1,77,6,4.1
19,1.6,1,0.0,1,77,5,4.6
19,47.0,1,0.0,1,55,6,4.1
19,16.0,1,0.0,1,55,4,4.4
19,14.0,1,0.0,1,55,1,4.4
19,0.0,1,0.0,1,77,6,4.3
19,75.0,1,0.0,1,78,3,4.0
19,25.0,1,0.0,1,52,7,4.8
19,5.7,1,0.0,1,77,4,3.8
19,0.0,2,7.49,1,56,9,4.7
19,17.0,1,0.0,1,77,7,4.5
19,3.5,2,2.99,1,77,7,4.8
19,16.0,2,0.99,1,77,7,4.4
19,42.0,2,0.99,1,79,22,4.8
19,47.0,2,0.99,1,35,8,4.2
19,67.0,2,4.99,1,77,6,4.2
19,26.0,2,2.99,1,78,6,4.0
19,72.0,2,4.99,1,77,6,4.7
19,37.0,2,2.99,1,77,4,4.7
19,1.2,2,4.99,1,77,7,3.9
19,17.0,2,4.99,1,77,4,4.5
19,19.0,1,0.0,1,80,1,4.1
19,23.0,1,0.0,1,56,7,4.4
19,25.0,1,0.0,1,59,4,3.9
19,83.0,1,0.0,1,17,1,4.4
19,94.0,1,0.0,1,12,2,4.4
19,97.0,1,0.0,1,56,1,3.6
19,37.0,1,0.0,1,15,10,4.4
19,92.0,1,0.0,1,17,3,4.1
19,48.0,1,0.0,1,81,17,3.6
19,12.0,2,2.99,1,17,1,4.6
19,15.0,2,2.99,1,16,4,4.3
19,83.0,2,3.99,1,17,1,4.5
19,9.5,2,3.99,1,35,7,4.4
19,19.0,1,0.0,1,80,1,4.1
19,23.0,1,0.0,1,56,7,4.4
19,25.0,1,0.0,1,59,4,3.9
19,83.0,1,0.0,1,17,1,4.4
19,94.0,1,0.0,1,12,2,4.4
19,97.0,1,0.0,1,56,1,3.6
19,37.0,1,0.0,1,15,10,4.4
19,92.0,1,0.0,1,17,3,4.1
19,48.0,1,0.0,1,81,17,3.6
19,12.0,2,2.99,1,17,1,4.6
19,15.0,2,2.99,1,16,4,4.3
19,83.0,2,3.99,1,17,1,4.5
19,9.5,2,3.99,1,35,7,4.4
19,67.0,1,0.0,3,31,6,4.5
19,0.0,1,0.0,1,20,9,4.1
19,0.0,1,0.0,1,20,6,4.5
19,0.0,1,0.0,1,63,2,4.1
19,63.0,1,0.0,1,35,6,3.9
19,49.0,1,0.0,1,59,1,4.2
19,14.0,1,0.0,1,82,2,4.1
19,58.0,1,0.0,1,56,3,3.9
19,22.0,1,0.0,1,35,6,4.1
19,15.0,1,0.0,1,43,6,4.2
19,0.0,1,0.0,1,12,9,4.7
19,50.0,1,0.0,1,56,3,3.8
19,59.0,1,0.0,1,59,6,4.3
19,34.0,1,0.0,1,70,6,4.3
19,0.0,1,0.0,1,20,3,4.3
19,54.0,1,0.0,1,35,1,3.9
19,53.0,1,0.0,1,65,7,4.3
19,0.0,1,0.0,1,63,2,4.0
19,0.0,1,0.0,1,56,4,4.0
19,37.0,1,0.0,1,72,2,4.3
19,25.0,1,0.0,3,20,3,4.2
19,26.0,1,0.0,1,44,3,4.1
19,61.0,1,0.0,1,21,12,4.0
19,58.0,1,0.0,1,55,1,4.4
19,91.0,1,0.0,1,12,3,4.3
19,17.0,1,0.0,1,66,4,4.3
19,83.0,1,0.0,1,17,1,4.4
19,17.0,1,0.0,1,44,4,4.2
19,0.0,1,0.0,1,65,9,4.1
19,64.0,1,0.0,1,70,7,4.3
19,41.0,1,0.0,1,12,7,4.2
19,58.0,1,0.0,1,35,6,4.6
19,23.0,1,0.0,1,83,17,4.1
19,71.0,1,0.0,1,63,6,4.5
19,0.0,1,0.0,1,18,11,4.4
19,0.0,2,6.99,3,70,9,4.5
19,23.0,2,2.99,3,84,8,4.3
20,12.0,2,9.0,1,85,7,4.2
20,0.704,2,0.99,1,85,10,4.4
20,2.9,2,5.49,1,85,6,4.6
20,25.0,2,9.99,1,85,10,4.5
20,0.0,2,6.99,1,85,9,4.8
20,20.0,2,10.0,3,85,6,4.5
20,21.0,2,3.99,1,85,12,3.2
20,5.4,2,5.99,1,85,11,4.6
20,25.0,2,24.99,1,85,11,4.5
20,42.0,2,11.99,4,85,1,4.1
20,32.0,2,79.99,1,85,1,4.6
20,1.8,2,11.99,1,85,21,4.5
20,33.0,2,2.99,1,85,1,4.4
20,3.8,2,16.99,1,85,1,4.4
20,5.8,2,3.99,1,85,6,4.4
20,9.5,2,2.99,1,85,7,3.8
20,19.0,2,9.99,1,85,11,4.6
20,0.0,2,3.99,1,85,9,2.5
20,5.0,2,14.99,1,85,7,4.0
20,23.0,2,2.99,1,85,6,5.0
20,0.862,2,3.99,1,85,1,4.3
20,9.9,2,2.99,1,85,1,3.4
20,2.4,2,29.99,1,85,7,3.4
20,0.899,2,2.99,1,85,15,4.3
20,38.0,2,2.99,2,85,6,4.4
20,6.5,2,12.99,1,85,5,4.4
20,14.0,2,4.99,1,85,7,4.2
20,1.2,2,2.99,1,85,7,5.0
20,48.0,2,14.99,1,85,5,4.1
20,0.378,2,5.99,1,85,5,3.9
20,22.0,2,3.49,1,85,3,4.6
20,4.8,2,0.99,1,85,6,4.2
20,0.0,2,2.49,1,85,9,4.4
20,25.0,2,24.99,1,85,3,4.2
20,0.266,2,10.99,1,85,15,3.6
20,0.375,2,1.99,1,85,13,4.5
20,1.2,2,4.99,1,85,5,4.7
20,0.0,2,3.99,1,85,9,4.6
20,2.8,2,2.99,1,85,4,4.5
20,95.0,2,7.49,1,85,6,4.2
20,2.6,2,1.5,1,85,8,4.2
20,4.6,2,2.99,1,85,6,4.3
20,0.0,2,3.99,1,85,9,4.4
20,5.1,2,1.99,1,85,6,4.1
20,1.8,2,9.99,3,85,21,4.4
20,0.0,2,3.99,1,85,9,4.6
20,0.0,2,3.99,1,85,9,4.4
20,53.0,2,3.99,1,85,2,4.2
20,39.0,2,7.99,1,85,6,4.5
20,14.0,2,9.99,1,85,8,2.6
20,8.4,2,3.99,1,85,15,4.6
20,18.0,2,19.99,1,85,6,4.8
20,41.0,2,29.99,1,85,10,4.2
20,100.0,2,15.99,1,85,1,4.7
20,3.4,2,0.99,1,85,8,3.0
20,68.0,2,33.99,1,85,7,3.5
20,2.6,2,0.99,1,85,20,4.6
20,11.0,1,0.0,1,85,6,4.8
20,0.0,1,0.0,1,85,9,4.2
20,37.0,1,0.0,1,85,3,4.6
20,0.0,1,0.0,1,85,9,4.4
20,9.8,1,0.0,1,85,17,4.8
20,23.0,1,0.0,1,85,17,4.0
20,18.0,1,0.0,1,85,11,3.7
20,7.4,1,0.0,1,85,6,4.2
20,11.0,1,0.0,1,85,6,4.8
20,0.0,1,0.0,1,85,3,4.7
20,23.0,1,0.0,1,85,3,3.5
20,34.0,1,0.0,1,85,22,3.9
20,15.0,1,0.0,1,85,9,4.2
20,13.0,1,0.0,1,85,17,4.8
20,24.0,1,0.0,1,85,3,2.7
20,20.0,1,0.0,1,85,6,4.2
20,14.0,1,0.0,1,85,6,4.7
20,69.0,1,0.0,1,85,12,4.6
20,38.0,1,0.0,1,85,17,4.5
20,26.0,1,0.0,1,85,11,4.7
20,2.6,1,0.0,1,85,7,4.7
20,21.0,1,0.0,1,85,6,4.5
20,38.0,1,0.0,1,85,17,4.7
20,16.0,1,0.0,1,85,7,4.0
20,21.0,1,0.0,1,85,1,3.4
20,10.0,1,0.0,1,85,3,3.5
20,22.0,1,0.0,1,85,7,3.0
20,14.0,1,0.0,1,85,3,4.7
20,36.0,1,0.0,1,85,11,4.6
20,16.0,1,0.0,1,85,6,4.2
20,61.0,1,0.0,1,85,6,4.8
20,11.0,1,0.0,1,85,1,4.5
20,8.5,1,0.0,1,85,11,4.2
20,37.0,1,0.0,1,85,3,3.8
20,0.0,1,0.0,1,85,11,3.0
20,0.0,1,0.0,1,85,3,4.4
20,22.0,1,0.0,1,85,11,4.5
20,17.0,1,0.0,1,85,6,4.0
20,7.7,1,0.0,1,85,3,3.6
20,39.0,1,0.0,1,85,6,4.4
20,30.0,1,0.0,1,85,1,4.7
20,3.7,1,0.0,1,85,6,4.9
20,28.0,1,0.0,1,85,6,3.6
20,16.0,1,0.0,1,85,6,4.5
20,20.0,1,0.0,1,85,6,4.1
20,8.9,1,0.0,1,85,3,4.6
20,97.0,1,0.0,1,85,6,4.7
20,12.0,1,0.0,1,85,6,4.7
20,72.0,1,0.0,1,85,3,2.8
20,0.0,1,0.0,1,85,9,4.3
20,21.0,1,0.0,1,85,11,4.6
20,0.0,1,0.0,1,85,7,4.3
20,27.0,1,0.0,1,85,3,3.4
20,6.6,1,0.0,1,85,7,4.0
20,12.0,1,0.0,1,85,6,4.8
20,5.9,1,0.0,1,85,7,4.2
20,20.0,1,0.0,1,85,12,3.0
20,15.0,1,0.0,1,85,3,4.5
20,26.0,1,0.0,1,85,11,3.7
20,3.3,1,0.0,1,85,6,4.5
20,44.0,1,0.0,1,85,3,4.5
20,32.0,2,79.99,1,85,1,4.6
20,12.0,2,9.0,1,85,7,4.2
20,36.0,1,0.0,1,85,11,4.6
20,17.0,1,0.0,4,85,6,3.6
20,5.8,1,0.0,3,85,3,4.4
20,11.0,1,0.0,1,85,3,4.4
20,16.0,1,0.0,1,85,3,4.5
20,25.0,2,24.99,1,85,11,4.5
20,6.1,1,0.0,1,85,6,4.1
20,0.0,1,0.0,1,85,9,4.6
20,22.0,1,0.0,1,85,6,4.3
20,28.0,1,0.0,1,85,3,4.3
20,6.3,1,0.0,1,85,6,4.7
20,25.0,2,9.99,1,85,10,4.5
20,60.0,1,0.0,1,85,3,4.5
20,20.0,2,10.0,3,85,6,4.5
20,8.0,1,0.0,1,85,2,4.2
20,20.0,1,0.0,1,85,16,4.4
20,6.4,1,0.0,1,85,6,3.9
20,34.0,1,0.0,1,85,10,4.2
20,3.8,2,16.99,1,85,1,4.4
20,42.0,2,11.99,4,85,1,4.1
20,2.4,2,29.99,1,85,7,3.4
20,70.0,1,0.0,1,85,6,4.1
20,5.0,2,14.99,1,85,7,4.0
20,21.0,1,0.0,1,85,16,4.1
20,38.0,1,0.0,1,85,5,3.5
20,0.0,1,0.0,1,85,9,4.2
20,74.0,1,0.0,1,85,1,4.0
20,1.8,2,11.99,1,85,21,4.5
20,12.0,1,0.0,1,85,3,4.3
20,13.0,1,0.0,1,85,3,4.3
20,0.0,2,6.99,1,85,9,4.8
20,2.9,2,5.49,1,85,6,4.6
20,48.0,2,14.99,1,85,5,4.1
20,19.0,2,9.99,1,85,11,4.6
20,68.0,2,33.99,1,85,7,3.5
20,6.8,1,0.0,1,85,2,2.3
20,12.0,1,0.0,1,85,3,4.5
20,5.8,1,0.0,1,85,6,4.3
20,41.0,2,29.99,1,85,10,4.2
20,25.0,2,24.99,1,85,3,4.2
20,42.0,1,0.0,1,85,6,3.1
20,6.5,2,12.99,1,85,5,4.4
20,13.0,1,0.0,1,85,3,4.4
20,1.5,1,0.0,1,85,7,2.9
20,3.2,1,0.0,1,85,6,3.1
20,7.7,1,0.0,1,85,11,3.7
20,1.3,2,39.99,1,85,6,4.0
20,26.0,1,0.0,1,85,6,3.8
20,5.4,2,5.99,1,85,11,4.6
20,11.0,1,0.0,1,85,3,4.4
20,9.5,2,2.99,1,85,7,3.8
20,18.0,2,19.99,1,85,6,4.8
20,0.0,1,0.0,1,85,9,4.3
20,2.9,1,0.0,1,85,1,3.7
20,22.0,1,0.0,1,85,11,5.0
20,16.0,1,0.0,1,85,3,3.0
20,19.0,1,0.0,1,85,11,3.7
20,10.0,1,0.0,1,85,6,3.7
20,22.0,1,0.0,1,85,2,5.0
20,20.0,1,0.0,1,85,6,5.0
20,2.5,1,0.0,1,85,6,5.0
20,24.0,1,0.0,1,85,6,5.0
20,25.0,1,0.0,1,85,1,5.0
20,29.0,1,0.0,1,85,1,5.0
20,53.0,1,0.0,1,85,6,5.0
20,83.0,1,0.0,1,85,11,5.0
20,4.6,1,0.0,1,85,7,5.0
20,46.0,1,0.0,1,85,6,4.3
20,5.7,1,0.0,1,85,3,4.9
20,4.2,1,0.0,1,85,1,5.0
20,7.0,1,0.0,1,85,1,4.9
20,11.0,1,0.0,1,85,6,4.6
20,5.6,1,0.0,1,85,6,5.0
20,3.3,1,0.0,1,85,3,4.0
20,7.1,1,0.0,1,85,25,5.0
20,23.0,1,0.0,1,85,17,4.0
20,24.0,1,0.0,1,85,3,2.6
20,14.0,1,0.0,1,85,3,4.7
20,13.0,1,0.0,1,85,17,4.8
20,34.0,1,0.0,1,85,1,4.3
20,4.3,1,0.0,1,85,11,4.7
20,43.0,1,0.0,1,85,5,2.5
20,69.0,1,0.0,1,85,12,4.6
20,22.0,1,0.0,1,85,11,4.5
20,20.0,1,0.0,1,85,6,4.1
20,25.0,1,0.0,1,85,2,4.5
20,2.0,1,0.0,1,85,5,4.3
20,37.0,1,0.0,1,85,3,3.8
20,40.0,1,0.0,1,85,1,4.4
20,17.0,1,0.0,1,85,1,4.5
20,11.0,1,0.0,1,85,1,4.5
20,4.4,1,0.0,1,85,5,3.8
20,15.0,1,0.0,1,85,3,4.5
20,2.3,1,0.0,1,85,5,4.0
20,40.0,1,0.0,1,85,1,4.5
20,8.4,1,0.0,1,85,1,3.7
20,11.0,1,0.0,1,85,17,4.3
20,2.9,1,0.0,1,85,1,3.7
20,15.0,1,0.0,1,85,11,4.4
20,24.0,1,0.0,1,85,11,3.8
20,24.0,1,0.0,1,85,3,2.7
20,22.0,1,0.0,1,85,11,5.0
20,86.0,1,0.0,1,85,11,4.3
20,0.0,1,0.0,1,85,9,3.8
20,22.0,1,0.0,1,85,7,3.0
20,11.0,1,0.0,4,85,6,5.0
20,0.975,1,0.0,1,85,10,3.6
20,0.98,1,0.0,1,85,7,4.0
20,6.0,1,0.0,1,85,3,4.3
20,20.0,1,0.0,2,85,17,4.7
20,26.0,1,0.0,1,85,3,5.0
20,13.0,1,0.0,1,85,11,4.7
20,2.7,1,0.0,1,85,1,4.6
20,4.2,1,0.0,1,85,8,3.1
20,28.0,1,0.0,1,85,1,4.4
20,6.1,1,0.0,4,85,6,5.0
20,15.0,1,0.0,1,85,7,3.6
20,1.2,1,0.0,1,85,1,2.8
20,37.0,1,0.0,1,85,1,4.4
20,5.9,1,0.0,1,85,7,4.2
20,14.0,1,0.0,1,85,6,4.6
20,2.3,1,0.0,1,85,5,4.2
20,2.7,1,0.0,1,85,1,3.8
20,2.2,1,0.0,1,85,1,3.5
20,26.0,1,0.0,1,85,11,4.7
21,0.0,1,0.0,2,86,9,4.1
21,0.0,1,0.0,2,86,9,4.5
21,0.0,1,0.0,2,86,9,4.3
21,4.0,1,0.0,1,86,6,4.4
21,0.0,1,0.0,4,86,9,4.4
21,1.5,1,0.0,1,86,7,4.2
21,0.0,1,0.0,2,86,9,4.0
21,3.7,1,0.0,1,86,7,4.3
21,0.0,1,0.0,2,86,9,4.6
21,0.0,1,0.0,1,86,9,4.4
21,0.0,1,0.0,2,86,9,4.2
21,2.8,1,0.0,1,86,6,4.4
21,3.9,1,0.0,1,86,6,4.4
21,3.1,1,0.0,2,86,17,4.3
21,0.0,1,0.0,2,86,9,4.6
21,2.8,1,0.0,1,86,6,4.4
21,20.0,1,0.0,4,86,11,4.5
21,9.9,1,0.0,1,86,1,4.6
21,5.3,1,0.0,1,86,6,4.6
21,10.0,1,0.0,1,86,7,4.6
21,2.6,1,0.0,1,86,1,4.4
21,0.0,1,0.0,2,86,9,4.5
21,31.0,1,0.0,2,86,6,4.5
21,2.3,1,0.0,1,86,4,4.3
21,6.0,1,0.0,1,86,1,4.4
21,17.0,1,0.0,4,86,17,4.6
21,20.0,1,0.0,1,86,6,4.3
21,62.0,1,0.0,2,86,1,4.8
21,0.0,1,0.0,2,86,6,4.2
21,15.0,1,0.0,4,86,17,4.6
21,0.0,1,0.0,3,86,9,4.0
21,18.0,1,0.0,1,86,1,4.6
21,5.4,1,0.0,1,86,7,4.3
21,2.8,1,0.0,4,86,3,3.6
21,15.0,1,0.0,4,86,3,4.0
21,0.0,1,0.0,2,86,9,4.5
21,5.3,1,0.0,2,86,10,4.4
21,0.0,1,0.0,1,86,1,4.5
21,0.0,1,0.0,1,86,11,4.2
21,37.0,1,0.0,2,86,3,4.5
21,0.0,1,0.0,1,86,9,4.3
21,23.0,1,0.0,2,86,3,4.2
21,0.0,1,0.0,1,86,9,4.2
21,0.0,1,0.0,1,86,9,4.4
21,0.0,1,0.0,4,86,9,4.3
21,0.0,1,0.0,1,86,9,4.3
21,28.0,1,0.0,1,86,6,4.1
21,35.0,1,0.0,1,86,6,4.5
21,0.0,1,0.0,4,86,9,4.3
21,76.0,1,0.0,4,86,6,4.2
21,0.0,1,0.0,4,86,9,4.1
21,34.0,1,0.0,1,86,17,4.3
21,0.0,1,0.0,4,86,9,4.2
21,0.0,1,0.0,2,86,9,4.1
21,0.0,1,0.0,4,86,9,4.1
21,0.0,1,0.0,4,86,9,4.4
21,2.7,1,0.0,4,86,15,3.7
21,0.0,1,0.0,1,86,9,3.9
21,4.1,1,0.0,2,86,1,3.7
21,0.0,1,0.0,2,86,9,4.0
21,0.0,1,0.0,2,86,9,4.5
21,0.0,1,0.0,2,86,9,3.6
21,0.0,1,0.0,2,86,9,4.1
21,85.0,1,0.0,2,86,6,4.1
21,15.0,1,0.0,4,86,3,4.0
21,89.0,1,0.0,2,86,6,4.1
21,0.0,1,0.0,2,86,9,4.0
21,0.0,1,0.0,2,86,9,4.5
21,0.0,1,0.0,2,86,9,4.6
21,20.0,1,0.0,2,86,11,4.3
21,0.0,1,0.0,4,86,9,4.3
21,9.3,1,0.0,1,86,4,4.2
21,0.0,1,0.0,2,86,9,4.5
21,76.0,1,0.0,4,86,6,4.2
21,34.0,1,0.0,1,86,17,4.3
21,16.0,1,0.0,2,86,6,4.1
21,0.0,1,0.0,4,86,1,3.8
21,0.0,1,0.0,1,86,11,4.2
21,0.0,1,0.0,2,86,9,4.4
21,0.0,1,0.0,4,86,9,4.3
21,0.0,1,0.0,4,86,9,4.2
21,0.0,1,0.0,4,86,9,4.1
21,8.4,1,0.0,1,86,4,4.0
21,0.0,1,0.0,4,86,9,4.3
21,20.0,1,0.0,2,86,11,4.3
21,0.0,1,0.0,4,86,9,4.2
21,76.0,1,0.0,4,86,6,4.2
21,68.0,1,0.0,4,86,2,4.0
21,13.0,1,0.0,4,86,6,4.4
21,50.0,1,0.0,4,86,11,4.0
21,23.0,1,0.0,2,86,3,4.2
21,0.0,1,0.0,1,86,9,4.2
21,0.0,1,0.0,1,86,9,4.4
21,28.0,1,0.0,1,86,6,4.1
21,0.0,1,0.0,1,86,4,4.1
21,0.0,1,0.0,4,86,9,4.3
21,7.0,1,0.0,2,86,3,4.0
21,23.0,1,0.0,2,86,3,4.2
21,0.0,1,0.0,4,86,9,4.2
21,76.0,1,0.0,4,86,6,4.2
21,0.0,1,0.0,4,86,9,4.1
21,68.0,1,0.0,4,86,2,4.0
21,0.0,1,0.0,4,86,9,4.3
21,0.0,1,0.0,4,86,9,4.3
21,13.0,1,0.0,4,86,6,4.4
21,56.0,1,0.0,4,86,17,4.4
21,0.0,1,0.0,4,86,9,4.2
21,0.0,1,0.0,4,86,9,4.2
21,8.4,1,0.0,1,86,4,4.0
21,23.0,1,0.0,2,86,3,4.2
22,22.0,1,0.0,2,87,3,4.0
22,15.0,1,0.0,1,87,6,4.5
22,0.0,1,0.0,1,87,9,4.6
22,30.0,1,0.0,1,87,6,4.3
22,30.0,1,0.0,1,87,6,4.2
22,27.0,1,0.0,1,87,11,4.3
22,0.0,1,0.0,2,87,9,4.6
22,0.0,1,0.0,1,87,9,4.4
22,0.0,1,0.0,2,87,9,4.4
22,20.0,1,0.0,2,87,6,4.5
22,42.0,1,0.0,2,87,3,4.3
22,0.0,1,0.0,1,87,2,4.2
22,18.0,1,0.0,1,87,6,4.2
22,4.2,1,0.0,1,87,6,4.4
22,0.0,1,0.0,1,87,9,4.6
22,30.0,1,0.0,1,87,6,4.2
22,33.0,1,0.0,1,87,1,3.6
22,7.9,1,0.0,1,87,7,4.5
22,12.0,1,0.0,1,87,1,4.4
22,15.0,1,0.0,1,87,6,3.8
22,0.0,1,0.0,2,87,9,4.7
22,10.0,1,0.0,1,87,6,3.6
22,9.9,1,0.0,1,87,6,4.2
22,9.0,1,0.0,2,87,6,3.6
22,0.0,1,0.0,1,87,6,4.3
22,21.0,1,0.0,1,87,6,4.4
22,13.0,1,0.0,1,87,1,4.5
22,11.0,1,0.0,1,87,1,4.1
22,21.0,1,0.0,1,87,6,4.3
22,8.1,1,0.0,2,87,3,4.3
22,0.0,1,0.0,1,87,9,4.7
22,0.0,1,0.0,2,87,9,4.3
22,12.0,1,0.0,1,87,2,4.2
22,7.3,1,0.0,1,87,17,4.2
22,0.0,1,0.0,1,87,9,4.3
22,15.0,1,0.0,1,87,6,4.2
22,22.0,1,0.0,1,87,6,4.3
22,11.0,1,0.0,1,87,2,4.6
22,8.3,1,0.0,1,87,6,4.4
22,0.0,1,0.0,1,87,6,4.3
22,20.0,1,0.0,1,87,7,3.8
22,38.0,1,0.0,1,87,1,4.6
22,9.1,1,0.0,1,87,1,4.5
22,24.0,1,0.0,1,87,11,4.1
22,0.0,1,0.0,2,87,9,4.4
22,0.0,1,0.0,1,87,9,4.3
22,29.0,1,0.0,1,87,2,3.8
22,0.0,1,0.0,1,87,1,4.0
22,98.0,1,0.0,2,87,7,3.3
22,25.0,1,0.0,1,87,17,4.1
22,0.0,1,0.0,1,87,9,4.1
22,18.0,1,0.0,1,87,17,4.2
22,0.0,1,0.0,1,87,9,4.1
22,6.1,1,0.0,1,87,1,4.4
22,14.0,1,0.0,1,87,3,4.1
22,21.0,1,0.0,1,87,7,4.2
22,0.0,1,0.0,1,87,9,4.5
22,43.0,1,0.0,1,87,3,4.3
22,15.0,1,0.0,1,87,6,4.5
22,23.0,1,0.0,1,87,6,4.1
22,52.0,1,0.0,1,87,6,4.5
22,0.0,1,0.0,1,87,9,4.4
22,0.0,1,0.0,2,87,9,4.6
22,57.0,1,0.0,1,87,3,4.5
22,20.0,1,0.0,1,87,6,4.6
22,40.0,1,0.0,1,87,3,4.7
22,17.0,1,0.0,1,87,3,4.3
22,13.0,1,0.0,1,87,11,4.4
22,33.0,1,0.0,1,87,3,4.4
22,18.0,1,0.0,1,87,17,4.2
22,0.0,1,0.0,1,87,9,4.1
22,0.0,1,0.0,1,87,9,4.1
22,0.0,1,0.0,1,87,9,4.5
22,0.0,1,0.0,1,87,9,4.7
22,29.0,1,0.0,1,87,3,4.1
22,0.0,1,0.0,1,87,9,4.2
22,31.0,1,0.0,1,87,3,4.5
22,0.0,1,0.0,1,87,9,4.4
22,0.0,1,0.0,2,87,9,4.6
22,0.0,1,0.0,1,87,9,4.2
22,20.0,1,0.0,1,87,6,4.6
22,13.0,1,0.0,1,87,6,4.3
22,7.3,1,0.0,1,87,3,4.1
22,0.0,1,0.0,1,87,9,4.1
22,0.0,1,0.0,2,87,9,4.4
22,0.0,1,0.0,1,87,9,4.1
22,12.0,1,0.0,1,87,3,4.6
22,8.8,1,0.0,1,87,6,4.2
22,18.0,1,0.0,2,87,7,4.2
22,14.0,1,0.0,1,87,3,4.1
22,21.0,1,0.0,1,87,4,4.2
22,43.0,1,0.0,1,87,3,4.3
22,34.0,1,0.0,1,87,1,4.2
22,0.0,1,0.0,1,87,9,4.5
22,0.0,1,0.0,1,87,9,4.7
22,15.0,1,0.0,1,87,6,4.5
22,0.0,1,0.0,2,87,9,4.3
22,26.0,1,0.0,2,87,6,4.0
22,0.0,1,0.0,1,87,9,4.4
22,34.0,1,0.0,1,87,3,4.4
22,2.7,1,0.0,2,87,1,4.0
22,52.0,1,0.0,1,87,6,4.5
22,0.0,1,0.0,2,87,9,4.6
22,29.0,1,0.0,1,87,3,4.1
22,0.0,1,0.0,1,87,9,4.5
22,0.0,1,0.0,1,87,9,3.9
22,20.0,1,0.0,1,87,3,4.5
22,23.0,1,0.0,2,87,1,4.2
22,0.0,1,0.0,1,87,3,4.3
22,42.0,1,0.0,2,87,3,4.3
22,16.0,1,0.0,1,87,3,4.4
22,12.0,1,0.0,1,87,3,4.5
22,6.5,1,0.0,1,87,3,4.6
22,0.0,1,0.0,1,87,9,4.4
22,15.0,1,0.0,2,87,6,4.3
22,17.0,1,0.0,1,87,3,4.3
22,24.0,1,0.0,1,87,11,4.1
22,22.0,1,0.0,1,87,3,4.7
22,0.0,1,0.0,2,87,9,4.4
22,15.0,1,0.0,1,87,6,4.2
22,0.0,1,0.0,2,87,9,4.4
22,18.0,1,0.0,2,87,7,4.2
22,8.8,1,0.0,1,87,6,4.2
22,14.0,1,0.0,1,87,3,4.1
22,2.7,1,0.0,2,87,1,4.0
22,29.0,1,0.0,1,87,3,4.1
22,20.0,1,0.0,1,87,3,4.5
22,6.5,1,0.0,1,87,3,4.6
22,15.0,1,0.0,2,87,6,4.3
22,0.0,1,0.0,2,87,9,4.6
22,0.0,1,0.0,2,87,9,4.4
22,6.2,1,0.0,1,87,6,4.0
22,19.0,1,0.0,2,87,6,4.5
22,27.0,1,0.0,1,87,1,4.1
22,1.1,1,0.0,1,87,8,4.4
22,2.7,1,0.0,2,87,1,4.0
