categoria,tamanio,tipo,precio,clasificacion,genero,v_android,calificacion
7,37.0,1,0.0,1,10,11,3.9
7,0.0,1,0.0,1,10,9,4.2
7,0.0,1,0.0,4,10,9,4.4
7,0.0,1,0.0,1,10,3,4.6
7,0.0,1,0.0,1,10,6,4.3
7,0.0,1,0.0,1,10,9,4.3
7,17.0,1,0.0,1,10,6,4.4
7,0.0,1,0.0,1,10,9,3.7
7,0.0,1,0.0,1,10,9,4.3
7,35.0,1,0.0,2,10,1,3.9
7,40.0,1,0.0,2,10,7,4.5
7,61.0,1,0.0,1,10,17,3.7
7,66.0,1,0.0,1,10,3,4.3
7,0.0,1,0.0,1,10,9,4.4
7,0.0,1,0.0,1,10,9,4.0
7,11.0,1,0.0,1,10,7,4.3
7,0.079,1,0.0,1,10,1,4.0
7,0.0,1,0.0,1,10,9,4.3
7,0.0,1,0.0,1,10,9,4.0
7,25.0,1,0.0,1,10,2,4.1
7,14.0,1,0.0,1,10,7,4.2
7,0.0,1,0.0,1,10,3,4.2
7,0.0,1,0.0,1,10,9,4.2
7,0.0,1,0.0,1,10,9,4.1
7,0.0,1,0.0,4,10,9,4.4
7,0.0,1,0.0,2,10,9,4.3
7,0.0,1,0.0,1,10,9,4.2
7,24.0,1,0.0,1,10,7,4.4
7,0.0,1,0.0,1,10,9,4.2
7,17.0,1,0.0,1,10,4,4.1
7,8.3,1,0.0,1,10,4,4.3
7,0.0,1,0.0,1,10,9,4.3
7,8.2,1,0.0,1,10,1,4.5
7,0.0,1,0.0,1,10,6,4.3
7,0.0,1,0.0,1,10,9,4.2
7,0.0,1,0.0,1,10,9,4.2
7,0.0,1,0.0,1,10,9,4.5
7,8.4,1,0.0,1,10,1,4.3
7,0.0,1,0.0,1,10,1,4.3
7,0.0,1,0.0,1,10,9,4.3
7,4.0,1,0.0,1,10,11,4.4
7,32.0,1,0.0,1,10,7,4.2
7,0.0,1,0.0,1,10,6,4.3
7,0.0,1,0.0,1,10,9,4.3
7,0.0,1,0.0,1,10,9,4.4
7,6.1,1,0.0,1,10,7,4.6
7,0.0,1,0.0,1,10,6,4.3
7,0.0,1,0.0,1,10,9,4.4
7,2.8,1,0.0,1,10,4,4.2
7,0.0,1,0.0,1,10,9,4.5
7,0.0,1,0.0,1,10,9,4.5
7,3.3,1,0.0,2,10,7,4.4
7,40.0,1,0.0,2,10,7,4.5
7,2.2,1,0.0,1,10,1,4.1
7,0.0,1,0.0,1,10,9,4.2
7,4.3,1,0.0,1,10,7,4.1
7,4.7,1,0.0,1,10,7,4.3
